Vardas         Pavarde         ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10    Egz.
Vardas4545     Pavarde4545     9    9    6    5    4    2    5    3    4    3       4
Vardas4546     Pavarde4546     4    4    4    6    7    7    4    5    9    10     10
Vardas4547     Pavarde4547     3    2    2    8    10   5    7    3    6    9       2
Vardas4548     Pavarde4548     7    3    2    9    9    2    10   3    2    7       5
Vardas4549     Pavarde4549     2    7    3    5    2    8    6    6    8    3       7
Vardas4550     Pavarde4550     5    9    10   10   6    9    4    3    10   5      10
Vardas4551     Pavarde4551     5    5    4    4    2    10   7    2    2    7       7
Vardas4552     Pavarde4552     2    6    4    4    8    5    3    2    10   4       6
Vardas4553     Pavarde4553     4    3    5    2    3    9    4    2    8    3       9
Vardas4554     Pavarde4554     5    6    4    3    9    3    5    6    7    4      10
Vardas4555     Pavarde4555     9    6    10   4    10   10   4    8    10   3       2
Vardas4556     Pavarde4556     3    2    8    2    7    3    4    6    8    5       9
Vardas4557     Pavarde4557     10   4    2    4    5    3    5    8    3    10      4
Vardas4558     Pavarde4558     8    5    8    7    9    5    6    9    3    2       2
Vardas4559     Pavarde4559     5    3    8    2    7    3    7    2    7    6       2
Vardas4560     Pavarde4560     6    10   10   4    9    7    9    5    7    4       3
Vardas4561     Pavarde4561     4    10   3    9    6    4    3    10   5    5      10
Vardas4562     Pavarde4562     10   7    8    8    3    9    3    9    2    5       6
Vardas4563     Pavarde4563     8    2    5    7    9    2    7    5    2    10      7
Vardas4564     Pavarde4564     6    2    8    7    4    9    10   6    5    7       5
Vardas4565     Pavarde4565     10   2    2    8    6    5    9    5    9    4       4
Vardas4566     Pavarde4566     6    7    3    4    5    9    3    2    10   6       3
Vardas4567     Pavarde4567     4    5    10   3    2    10   3    7    4    7       4
Vardas4568     Pavarde4568     4    3    4    8    8    9    7    10   8    5      10
Vardas4569     Pavarde4569     4    9    2    5    7    9    3    8    10   6      10
Vardas4570     Pavarde4570     9    7    4    6    2    7    9    5    6    6      10
Vardas4571     Pavarde4571     4    5    9    5    5    8    5    9    10   7       8
Vardas4572     Pavarde4572     9    10   8    7    5    4    4    10   6    3       5
Vardas4573     Pavarde4573     2    5    2    4    8    7    9    5    5    5      10
Vardas4574     Pavarde4574     7    2    2    7    4    4    2    6    2    3       3
Vardas4575     Pavarde4575     8    5    2    3    9    2    7    3    6    7      10
Vardas4576     Pavarde4576     7    8    5    7    6    5    9    2    2    10      7
Vardas4577     Pavarde4577     9    6    5    10   7    8    9    10   2    6      10
Vardas4578     Pavarde4578     10   9    2    3    10   8    6    6    9    4       9
Vardas4579     Pavarde4579     9    10   3    8    9    6    6    4    9    6       2
Vardas4580     Pavarde4580     6    10   3    8    4    8    7    9    2    3       8
Vardas4581     Pavarde4581     9    6    6    6    3    3    8    2    6    10      8
Vardas4582     Pavarde4582     5    2    5    10   9    2    10   2    9    10      4
Vardas4583     Pavarde4583     2    9    2    8    6    9    2    3    7    2       2
Vardas4584     Pavarde4584     8    6    3    8    5    9    9    8    9    9       8
Vardas4585     Pavarde4585     5    8    9    3    2    7    7    7    5    5       9
Vardas4586     Pavarde4586     4    7    9    10   5    8    8    10   10   4       9
Vardas4587     Pavarde4587     7    4    4    6    7    5    3    6    10   7      10
Vardas4588     Pavarde4588     7    6    7    10   9    2    8    8    7    4      10
Vardas4589     Pavarde4589     6    4    8    6    6    4    9    6    5    9       9
Vardas4590     Pavarde4590     6    6    10   2    4    5    10   8    7    8       4
Vardas4591     Pavarde4591     5    10   4    9    10   7    4    2    6    5       6
Vardas4592     Pavarde4592     3    10   9    4    5    8    4    4    7    4       9
Vardas4593     Pavarde4593     10   5    3    6    2    7    8    5    3    9       5
Vardas4594     Pavarde4594     9    10   5    6    8    10   9    9    4    4       2
Vardas4595     Pavarde4595     4    9    7    6    3    6    7    2    4    7       6
Vardas4596     Pavarde4596     2    8    7    2    6    7    3    8    6    8       7
Vardas4597     Pavarde4597     6    4    5    7    4    3    3    4    10   3       9
Vardas4598     Pavarde4598     6    5    3    7    2    9    6    6    3    9       8
Vardas4599     Pavarde4599     8    8    8    5    9    5    6    4    6    2       7
Vardas4600     Pavarde4600     2    4    7    4    8    5    5    10   3    4       3
Vardas4601     Pavarde4601     4    8    7    3    3    2    3    9    6    7       6
Vardas4602     Pavarde4602     3    2    3    3    3    10   2    2    7    10      3
Vardas4603     Pavarde4603     6    3    2    7    7    10   10   8    7    4       7
Vardas4604     Pavarde4604     2    6    4    8    2    5    9    7    7    9       6
Vardas4605     Pavarde4605     10   3    2    8    10   9    8    2    7    8       2
Vardas4606     Pavarde4606     10   7    6    6    6    10   5    9    4    9       5
Vardas4607     Pavarde4607     7    5    7    2    6    4    9    7    3    7       5
Vardas4608     Pavarde4608     3    8    6    7    7    4    4    5    9    9       3
Vardas4609     Pavarde4609     6    5    2    9    7    5    10   3    3    7       4
Vardas4610     Pavarde4610     6    2    4    5    2    6    5    9    6    8       4
Vardas4611     Pavarde4611     6    9    5    6    6    8    4    8    8    3       7
Vardas4612     Pavarde4612     2    7    6    10   5    5    6    10   8    3      10
Vardas4613     Pavarde4613     8    3    8    4    6    10   5    4    2    5       2
Vardas4614     Pavarde4614     2    10   7    7    3    10   7    4    9    10      2
Vardas4615     Pavarde4615     10   3    6    6    4    7    2    3    6    10      4
Vardas4616     Pavarde4616     10   5    4    3    8    7    9    6    2    2       7
Vardas4617     Pavarde4617     5    7    5    6    6    5    9    6    3    2       6
Vardas4618     Pavarde4618     2    10   9    5    7    7    6    3    6    3       9
Vardas4619     Pavarde4619     2    4    3    9    6    10   7    8    9    2       8
Vardas4620     Pavarde4620     9    7    3    7    2    6    3    8    10   4       4
Vardas4621     Pavarde4621     4    8    8    10   8    3    8    2    2    5       4
Vardas4622     Pavarde4622     4    2    6    10   7    10   2    3    7    10      9
Vardas4623     Pavarde4623     3    7    3    9    4    7    4    5    7    6      10
Vardas4624     Pavarde4624     3    5    6    6    2    5    8    7    2    4      10
Vardas4625     Pavarde4625     6    4    5    2    5    10   3    6    4    6       2
Vardas4626     Pavarde4626     9    6    7    9    5    6    4    5    4    3       4
Vardas4627     Pavarde4627     9    6    7    6    10   5    8    10   6    2       3
Vardas4628     Pavarde4628     2    3    4    3    9    4    4    9    10   5       8
Vardas4629     Pavarde4629     9    2    2    7    5    2    6    4    7    9       4
Vardas4630     Pavarde4630     3    4    10   9    6    4    8    5    5    9       2
Vardas4631     Pavarde4631     6    7    5    4    2    8    3    5    5    3      10
Vardas4632     Pavarde4632     6    10   9    2    2    10   7    9    5    6       9
Vardas4633     Pavarde4633     5    5    2    2    2    8    3    3    9    4       2
Vardas4634     Pavarde4634     2    5    8    10   7    3    2    6    4    10      9
Vardas4635     Pavarde4635     6    4    3    10   2    6    8    5    4    10      7
Vardas4636     Pavarde4636     6    3    5    10   8    4    6    3    2    5       9
Vardas4637     Pavarde4637     7    2    9    10   10   3    7    6    9    10     10
Vardas4638     Pavarde4638     4    7    9    7    3    9    8    2    3    4       6
Vardas4639     Pavarde4639     5    3    4    4    8    7    5    7    4    7       9
Vardas4640     Pavarde4640     4    3    8    7    10   5    8    6    3    6       2
Vardas4641     Pavarde4641     7    9    5    4    4    3    3    7    4    9       4
Vardas4642     Pavarde4642     7    9    10   2    7    9    6    4    4    10      8
Vardas4643     Pavarde4643     9    2    6    4    6    10   9    5    3    3       7
Vardas4644     Pavarde4644     6    2    2    8    5    6    6    10   5    3       5
Vardas4645     Pavarde4645     6    6    10   8    9    2    5    9    9    9       3
Vardas4646     Pavarde4646     8    8    4    7    6    4    5    10   7    2       4
Vardas4647     Pavarde4647     9    6    9    9    3    2    9    6    3    3      10
Vardas4648     Pavarde4648     8    2    5    4    5    6    2    3    2    7      10
Vardas4649     Pavarde4649     7    5    10   4    4    2    10   5    8    7       9
Vardas4650     Pavarde4650     2    9    4    4    7    3    3    5    4    4       2
Vardas4651     Pavarde4651     3    6    7    4    9    4    2    8    4    4       9
Vardas4652     Pavarde4652     2    9    8    2    4    8    3    9    4    4       5
Vardas4653     Pavarde4653     8    6    5    2    6    3    2    4    9    10      6
Vardas4654     Pavarde4654     8    8    4    7    6    4    3    3    8    5      10
Vardas4655     Pavarde4655     2    4    3    2    5    6    8    6    10   8       8
Vardas4656     Pavarde4656     4    7    5    3    6    8    6    5    9    6       9
Vardas4657     Pavarde4657     2    3    4    5    7    2    2    6    7    8       7
Vardas4658     Pavarde4658     2    9    2    5    5    7    9    6    7    10      4
Vardas4659     Pavarde4659     5    7    3    10   10   9    7    8    8    2       8
Vardas4660     Pavarde4660     2    6    8    4    7    8    2    2    9    4       2
Vardas4661     Pavarde4661     2    8    2    10   3    9    9    7    9    9       8
Vardas4662     Pavarde4662     3    4    2    8    10   5    5    8    8    7      10
Vardas4663     Pavarde4663     6    4    10   8    5    7    3    4    5    6       8
Vardas4664     Pavarde4664     5    7    8    7    8    3    5    2    8    8       7
Vardas4665     Pavarde4665     2    9    8    5    2    7    8    2    3    8       7
Vardas4666     Pavarde4666     5    4    3    5    10   5    8    7    2    10      7
Vardas4667     Pavarde4667     8    3    3    10   9    6    5    3    4    4      10
Vardas4668     Pavarde4668     7    10   3    9    8    2    3    9    4    6       9
Vardas4669     Pavarde4669     2    7    8    4    3    5    5    7    8    5       2
Vardas4670     Pavarde4670     9    3    6    4    4    7    10   2    4    6       5
Vardas4671     Pavarde4671     2    3    9    8    3    6    6    6    7    7       6
Vardas4672     Pavarde4672     10   10   9    7    4    6    7    5    2    7       4
Vardas4673     Pavarde4673     5    4    5    3    6    8    6    4    3    6      10
Vardas4674     Pavarde4674     2    6    10   10   9    5    6    6    8    3       9
Vardas4675     Pavarde4675     6    6    6    4    7    8    7    8    6    4       5
Vardas4676     Pavarde4676     9    3    3    7    8    10   2    7    4    6       3
Vardas4677     Pavarde4677     10   2    8    5    2    8    9    8    5    7       3
Vardas4678     Pavarde4678     9    9    4    10   2    6    9    6    6    4       4
Vardas4679     Pavarde4679     8    10   10   2    6    4    7    7    10   5       5
Vardas4680     Pavarde4680     10   2    8    7    2    10   4    7    8    8       5
Vardas4681     Pavarde4681     2    5    3    8    9    5    8    9    10   10      2
Vardas4682     Pavarde4682     5    6    5    8    5    5    8    10   4    3       7
Vardas4683     Pavarde4683     8    8    6    9    10   8    8    5    7    2      10
Vardas4684     Pavarde4684     7    9    6    3    6    7    7    3    2    8       5
Vardas4685     Pavarde4685     7    10   5    8    5    4    4    5    8    10      8
Vardas4686     Pavarde4686     10   7    8    9    3    4    9    2    8    5       8
